id,premise,conclusion,premises-FOL,conclusion-FOL,label
582,"Diamond Mine is a professional wrestling stable formed in WWE.
Roderick Strong leads Diamond Mine.
Diamond Mine includes the Creed Brothers and Ivy Nile.
Imperium has a feud with Diamond Mine.",Roderick Strong leads the Creed Brothers.,"ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)
Leads(roderickStrong, diamondMine)
Includes(diamondMine, creedBrothers) ∧ Includes(diamondMine, ivyNile)
Feuds(imperium, diamondMine)","Leads(roderickStrong, creedBrothers)",Uncertain
583,"All of Zaha Hadid's design styles that Max adores have interesting geometries.
No brutalist buildings that Max adores have interesting geometries.
Every style that Max adores is either Zaha Hadid's design style or Kelly Wearstler's design style. 
All of Kelly Wearstler's design styles that Max adores are evocative.
All of Kelly Wearstler's design styles that Max adores are dreamy.
If a design by Max that he adores has interesting geometries, then the design is a brutalist building and evocative.",A design by Max is a brutalist building.,"∀x (Adore(max, x) ∧ ZahaHadid(x) ∧ DesignStyle(x) → InterestingGeometry(x))
∀x (Adore(max, x) ∧ BrutalistBuilding(x) → ¬InterestingGeometry(x))
∀x (Adore(max, x) → ((ZahaHadid(x) ∧ DesignStyle(x)) ⊕ (KellyWearstler(x) ∧ DesignStyle(x)))
∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Evocative(x))
∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Dreamy(x))
∃x (Adore(max, x) ∧ Design(x) ∧ ByMax(x) ∧ InterestingGeometry(x) → BrutalistBuilding(x) ∧ Evocative(x))",all x (Design(x) & ByMax(x) -> BrutalistBuilding(x)),Uncertain
584,"All cats are mammals.
Some pets are not mammals.",No pets are cats.,"∀x (Cat(x) → Mammal(x))
∃x (Pet(x) ∧ ¬Mammal(x))",all x (Pet(x) -> -Cat(x)),Uncertain
585,"There are four seasons in a year: Spring, Summer, Fall, and Winter.
All students who want to have a long vacation have summer as their favorite season.
Emma's favorite season is summer.
Mia's favorite season is not the same as Emma's. 
James wants to have a long vacation.",Mia's favorite season is spring.,"Season(spring) ∨ Season(summer) ∨ Season(fall) ∨ Season(winter) ∧ (Season(spring) → ¬Season(summer) ∧ ¬Season(fall) ∧ ¬Season(winter)) ∧ (Season(summer) → ¬Season(spring) ∧ ¬Season(fall) ∧ ¬Season(winter)) ∧ (Season(fall) → ¬Season(spring) ∧ ¬Season(summer) ∧ ¬Season(winter)) ∧ (Season(winter) → ¬Season(spring) ∧ ¬Season(summer) ∧ ¬Season(fall))
∀x (Want(x, longvacation) → Favorite(x, summer))
Favorite(emma, summer)
∀x ∀y (Season(x) ∧ Season(y) ∧ Favorite(mia, x) ∧ Favorite(emma, y) → ¬(x=y))
Want(james, longVacation)","Favorite(mia,spring)",Uncertain
586,"No digital media are analog.
Every printed text is analog media.
All streaming services are digital media.
If an object is a hardcover book, then it is printed text.
If 1984 is a streaming service, then 1984 is a hardcover book.",1984 is printed text.,"∀x (DigitalMedia(x) → ¬AnalogMedia(x))
∀x (PrintedText(x) → AnalogMedia(x))
∀x (StreamingService(x) → DigitalMedia(x))
∀x (HardcoverBook(x) → PrintedText(x))
StreamingService(1984) → HardcoverBook(1984)",PrintedText(1984),Uncertain
587,"All Romance languages are Indo-European languages.
Romance languages are a language family.
All languages within a language family are related to each other.
French and Spanish are both Romance languages.
German is related to Spanish.
Basque is not related to any other language.",German is a Romance language.,"∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))
∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))
∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))
RomanceLanguage(french) ∧ RomanceLanguage(spanish)
Related(german, spanish)
∀x (Language(x) → ¬Related(basque, x))",RomanceLanguage(german),Uncertain
588,"All Romance languages are Indo-European languages.
Romance languages are a language family.
All languages within a language family are related to each other.
French and Spanish are both Romance languages.
German is related to Spanish.
Basque is not related to any other language.",French is an Indo-European language.,"∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))
∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))
∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))
RomanceLanguage(french) ∧ RomanceLanguage(spanish)
Related(german, spanish)
∀x (Language(x) → ¬Related(basque, x))",all x (x = french -> IndoEuropeanLanguage(x)),True
589,"Robert Lewandowski is a striker.
Strikers are soccer players.
Robert Lewandowski left Bayern Munchen.
If a player leaves a team they no longer play for that team.",Robert Lewandowski is a soccer player.,"Striker(robertLewandowski)
∀x (Striker(x) → SoccerPlayer(x))
Left(robertLewandowski, bayernMunchen)
∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))",SoccerPlayer(robertLewandowski),True
590,"Robert Lewandowski is a striker.
Strikers are soccer players.
Robert Lewandowski left Bayern Munchen.
If a player leaves a team they no longer play for that team.",Robert Lewandowski plays for Bayern Munchen.,"Striker(robertLewandowski)
∀x (Striker(x) → SoccerPlayer(x))
Left(robertLewandowski, bayernMunchen)
∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))","PlaysFor(robertLewandowski,bayernMunchen)",False
591,"Robert Lewandowski is a striker.
Strikers are soccer players.
Robert Lewandowski left Bayern Munchen.
If a player leaves a team they no longer play for that team.",Robert Lewandowski is a star.,"Striker(robertLewandowski)
∀x (Striker(x) → SoccerPlayer(x))
Left(robertLewandowski, bayernMunchen)
∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))",Star(robertLewandowski),Uncertain
592,"Billings is a city in the state of Montana in U.S.
The state of Montana includes the cities of Butte, Helena, and Missoula.
White Sulphur Springs and Butte are cities in the same state in U.S.
The city of St Pierre is not in the state of Montana.
Any city in Butte is not in St Pierre.
A city can only be in one state in U.S.  except for Bristol, Texarkana, Texhoma and Union City.",St Pierre and Bismarck are in the same state.,"City(billings) ∧ In(billings, montana)
City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)
∃x (City(whitesulphursprings) ∧ In(whitesulphursprings, x) ∧ City(butte) ∧ In(butte, x))
City(pierre) ∧ ¬(In(pierre, montana))
∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))
∀x ∃y ((City(x) ∧ (In(x, y) ∧ ¬(x=bristol) ∧ ¬(x=texarkana) ∧ ¬(x=texhoma) ∧ ¬(x=unionCity)) → ¬∃z (¬(z=y) ∧ In(x, z)))","∃s (In(pierre,s) & In(bismarck,s))",Uncertain
593,"Billings is a city in the state of Montana in U.S.
The state of Montana includes the cities of Butte, Helena, and Missoula.
White Sulphur Springs and Butte are cities in the same state in U.S.
The city of St Pierre is not in the state of Montana.
Any city in Butte is not in St Pierre.
A city can only be in one state in U.S.  except for Bristol, Texarkana, Texhoma and Union City.",Montana is home to the city of Missoula.,"City(billings) ∧ In(billings, montana)
City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)
∃x (City(whitesulphursprings) ∧ In(whitesulphursprings, x) ∧ City(butte) ∧ In(butte, x))
City(pierre) ∧ ¬(In(pierre, montana))
∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))
∀x ∃y ((City(x) ∧ (In(x, y) ∧ ¬(x=bristol) ∧ ¬(x=texarkana) ∧ ¬(x=texhoma) ∧ ¬(x=unionCity)) → ¬∃z (¬(z=y) ∧ In(x, z)))","In(missoula,montana)",True
594,"International students in the US have either an F1 visa or a J1 visa.
An international student in the US with an F1 visa needs to apply for CPT or OPT if the student wants to work in the US.
Mike is an international student.
Mike needs to apply for CPT if he wants to work in the US.",Mike has an F1 visa.,"∀x (InternationalStudent(x) ∧ In(x, unitedStates) → F1Visa(x) ⊕ J1Visa(x))
∀x (InternationalStudent(x) ∧ In(x, unitedStates) ∧ F1Visa(x) ∧ WantToWorkIn(x, unitedStates) → Apply(x, cpt) ∨ Apply(x, opt))
InternationalStudent(mike)
WantToWorkIn(x, unitedStates) → Apply(mike, cpt)",F1Visa(mike),Uncertain
595,"International students in the US have either an F1 visa or a J1 visa.
An international student in the US with an F1 visa needs to apply for CPT or OPT if the student wants to work in the US.
Mike is an international student.
Mike needs to apply for CPT if he wants to work in the US.",Mike has a J1 visa.,"∀x (InternationalStudent(x) ∧ In(x, unitedStates) → F1Visa(x) ⊕ J1Visa(x))
∀x (InternationalStudent(x) ∧ In(x, unitedStates) ∧ F1Visa(x) ∧ WantToWorkIn(x, unitedStates) → Apply(x, cpt) ∨ Apply(x, opt))
InternationalStudent(mike)
WantToWorkIn(x, unitedStates) → Apply(mike, cpt)",J1Visa(mike),Uncertain
596,"All Brown Swiss cattle are cows.
Some pets are Brown Swiss Cattle.
All cows are domesticated animals.
Alligators are not domesticated animals.
Ted is an alligator.",Ted is a pet.,"∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",Pet(ted),Uncertain
597,"All Brown Swiss cattle are cows.
Some pets are Brown Swiss Cattle.
All cows are domesticated animals.
Alligators are not domesticated animals.
Ted is an alligator.",Ted is a pet and Brown Swiss cattle,"∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",Pet(ted) & BrownSwissCattle(ted),False
598,"All Brown Swiss cattle are cows.
Some pets are Brown Swiss Cattle.
All cows are domesticated animals.
Alligators are not domesticated animals.
Ted is an alligator.","If Ted is a Brown Swiss cattle, then Ted is not a pet.","∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",all x ( (x = ted & BrownSwissCattle(x)) -> -Pet(x) ),True
599,"Yale University is a private Ivy League research university.
Yale University moved to New Haven in 1716.
Yale university's endowment was valued at $42.3 billion.
A list of residential colleges at Yale: Benjamin Franklin College, Berkeley College, Branford College, Davenport College, Ezra Stiles College, Grace Hopper College, Jonathan Edwards College, Morse College, Pauli Murray College, Pierson College, Saybrook College, Silliman College, Timothy Dwight College, and Trumbull College.",A private Ivy League research university moved to New Haven.,"PrivateIvyLeagueResearchUniversity(yaleUniversity)
MovedTo(yaleUniversity, newHaven) ∧ MovedIn(yaleUniversity, year1716)
ValuedAt(yaleUniversitysEndowment, 42point3billion)
∀x (ResidentialCollege(x) → At(x, yale) ∧ (BenjaminFranklinCollege(x) ⊕ BerkleyCollege(x) ⊕ BranfordCollege(x) ⊕ DavenportCollege(x) ⊕ EzraStilesCollege(x) ⊕ GraceHopperCollege(x) ⊕ JonathanEdwardsCollege(x) ⊕ MorseCollege(x) ⊕ PauliMurrayCollege(x) ⊕ PiersonCollege(x) ⊕ SaybrookCollege(x) ⊕ SillimanCollege(x) ⊕ TimothyDwightCollege(x) ⊕ TrumbullCollege(x)))","∃x (PrivateIvyLeagueResearchUniversity(x) & MovedTo(x,newHaven))",True
600,"Yale University is a private Ivy League research university.
Yale University moved to New Haven in 1716.
Yale university's endowment was valued at $42.3 billion.
A list of residential colleges at Yale: Benjamin Franklin College, Berkeley College, Branford College, Davenport College, Ezra Stiles College, Grace Hopper College, Jonathan Edwards College, Morse College, Pauli Murray College, Pierson College, Saybrook College, Silliman College, Timothy Dwight College, and Trumbull College.",Yale University has the largest university endowment of any educational institution.,"PrivateIvyLeagueResearchUniversity(yaleUniversity)
MovedTo(yaleUniversity, newHaven) ∧ MovedIn(yaleUniversity, year1716)
ValuedAt(yaleUniversitysEndowment, 42point3billion)
∀x (ResidentialCollege(x) → At(x, yale) ∧ (BenjaminFranklinCollege(x) ⊕ BerkleyCollege(x) ⊕ BranfordCollege(x) ⊕ DavenportCollege(x) ⊕ EzraStilesCollege(x) ⊕ GraceHopperCollege(x) ⊕ JonathanEdwardsCollege(x) ⊕ MorseCollege(x) ⊕ PauliMurrayCollege(x) ⊕ PiersonCollege(x) ⊕ SaybrookCollege(x) ⊕ SillimanCollege(x) ⊕ TimothyDwightCollege(x) ⊕ TrumbullCollege(x)))","all x (EducationalInstitution(x) -> -(ValuedAt(x,42point3billion) & x != yaleUniversitysEndowment))",Uncertain
601,"Badults is a British Sitcom series starring members of Pappy's.
Badults was piloted in July 2013 on BBC Three.
The Working title ""The Secret Dude Society"" was used for Badults.
Andrew Collins was the script editor for Badults.","Andrew Collins was the script editor for a series with the working title ""The Secret Dude Society"".","∃x (BritishSitcom(badults) ∧ Series(badults) ∧ MemberOf(x, pappys) ∧ Starring(badults, x))
PilotedIn(badults, july2013) ∧ PilotedOn(badults, bBCThree)
WorkingTitle(theSecretDudeSociety, badults) ∧ UsedFor(theSecretDudeSociety, badults)
ScriptEditorFor(andrewCollins, badults)","∃x (Series(x) & WorkingTitle(theSecretDudeSociety, x) & ScriptEditorFor(andrewCollins, x))",True
603,"All vehicle registration plates in Istanbul begin with the number 34.
Plates that do not begin with the number 34 are not from Istanbul. 
Joe's vehicle registration plate is from Istanbul. 
Tom's license plate begins with the number 35. 
If a license plate begins with the number 35, then it does not begin with the number 34.",Joe's license plate begins with the number 34.,"∀x (VehicleRegistrationPlateIn(x, istanbul) → BeginWith(x, num34))
∀x (¬BeginWith(x, num34) → ¬FromIstanbul(x))
∃x (Owns(joe, x) ∧ VehicleRegistrationPlateIn(x, istanbul))
∃x (Owns(tom, x) ∧ BeginWith(x, num35))
∀x (BeginWith(x, num35) → ¬BeginWith(x, num34))","exists x (Owns(joe,x) & BeginWith(x,num34))",True
604,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are products of Baked by Melissa.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","Product(driedThaiChili) & From(driedThaiChili,bakedByMelissa)",False
605,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are not products of Baked by Melissa.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","-Product(driedThaiChili) ∨ -From(driedThaiChili,bakedByMelissa)",True
606,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are a mala hotpot.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)",MalaHotpot(driedThaiChili),Uncertain
607,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are neither products of Baked by Melissa nor baked sweets.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","-(Product(driedThaiChili) & From(driedThaiChili,bakedByMelissa)) & -BakedSweet(driedThaiChili)",True
608,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are cupcakes and products of Baked by Melissa.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","Cupcake(driedThaiChili) & Product(driedThaiChili) & From(driedThaiChili,bakedByMelissa)",False
611,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",Walden contains knowledge.,"∀x (Book(x) → Contains(x, knowledge))
∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))
∀x (Gains(x, knowledge) → Smarter(x))
ReadBook(harry, walden) ∧ Book(walden)","Contains(walden,knowledge)",True
612,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",Harry is smarter than before.,"∀x (Book(x) → Contains(x, knowledge))
∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))
∀x (Gains(x, knowledge) → Smarter(x))
ReadBook(harry, walden) ∧ Book(walden)",Smarter(harry),True
613,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",A smarter person has gained knowledge.,"∀x (Book(x) → Contains(x, knowledge))
∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))
∀x (Gains(x, knowledge) → Smarter(x))
ReadBook(harry, walden) ∧ Book(walden)","all x (Smarter(x) -> Gains(x, knowledge))",Uncertain
614,"Pets are allowed in some managed buildings.
A deposit is required to rent an apartment in a managed building.
The security deposit can be either equal to the monthly rent at a managed building or more.
Fluffy is Tom's cat.
Cats are pets.
The Olive Garden is a managed building.
The monthly rent at the Olive Garden is $2000.
$2000 is more than $1500.
Tom will rent an apartment in a managed building if he is allowed to move in with Fluffy, and the security deposit is no more than $1500.
If a managed building allows pets, then people are allowed to move in with a pet.",Tom is allowed to move into an apartment in The Olive Garden with Fluffy.,"∃x (ManagedBuilding(x) ∧ AllowPet(x))
∀x ∀y (ManagedBuilding(x) ∧ RentApartmentIn(y, x) → DepositRequired(y))
∀x ∀y ∀z (SecurityDeposit(x) ∧ ManagedBuilding(z) ∧ MonthlyRentAt(y, z) → (MoreThan(x, y) ⊕ Equal(x, y))
Cat(fluffy) ∧ BelongTo(fluffy, tom)
∀x (Cat(x) → Pet(x))
ManagedBuilding(oliveGarden)
MonthlyRentAt(uSD2000, oliveGarden)
MoreThan(uSD2000, uSD1500)
∀x ∀y (ManagedBuilding(x) ∧ AllowedToMoveInWith(tom, x, fluffy) ∧ SecurityDeposit(y) ∧ ¬MoreThan(y, uSD1500) → RentApartmentIn(tom, x))
∀x ∀y ∀z (ManagedBuilding(x) ∧ AllowPet(x) ∧ Pet(z) → AllowedToMoveInWith(y, x, z))","AllowedToMoveInWith(tom, oliveGarden, fluffy)",Uncertain
615,"All business organizations are legal entities.
All companies are business organizations.
All private companies are companies.
All legal entities are created under law. 
All legal entities have legal obligations.
If the Harvard Weekly Book Club is created under law, then it is not a private company.",The Harvard Weekly Book club has legal obligations.,"∀x (BusinessOrganization(x) → LegalEntity(x))
∀x (Company(x) → BusinessOrganization(x))
∀x (PrivateCompany(x) → Company(x))
∀x (LegalEntity(x) → CreatedUnderLaw(x))
∀x (LegalEntity(x) → LegalObligation(x))
CreatedUnderLaw(harvardWeeklyBookClub) → ¬PrivateCompany(harvardWeeklyBookClub)",LegalObligation(harvardWeeklyBookClub),Uncertain
616,"All business organizations are legal entities.
All companies are business organizations.
All private companies are companies.
All legal entities are created under law. 
All legal entities have legal obligations.
If the Harvard Weekly Book Club is created under law, then it is not a private company.",The Harvard Weekly Book club has legal obligations and is a private company.,"∀x (BusinessOrganization(x) → LegalEntity(x))
∀x (Company(x) → BusinessOrganization(x))
∀x (PrivateCompany(x) → Company(x))
∀x (LegalEntity(x) → CreatedUnderLaw(x))
∀x (LegalEntity(x) → LegalObligation(x))
CreatedUnderLaw(harvardWeeklyBookClub) → ¬PrivateCompany(harvardWeeklyBookClub)",LegalObligation(harvardWeeklyBookClub) & PrivateCompany(harvardWeeklyBookClub),False
617,"All business organizations are legal entities.
All companies are business organizations.
All private companies are companies.
All legal entities are created under law. 
All legal entities have legal obligations.
If the Harvard Weekly Book Club is created under law, then it is not a private company.","If the Harvard Weekly Book club is a private company, then it either has legal obligations or is created under law.","∀x (BusinessOrganization(x) → LegalEntity(x))
∀x (Company(x) → BusinessOrganization(x))
∀x (PrivateCompany(x) → Company(x))
∀x (LegalEntity(x) → CreatedUnderLaw(x))
∀x (LegalEntity(x) → LegalObligation(x))
CreatedUnderLaw(harvardWeeklyBookClub) → ¬PrivateCompany(harvardWeeklyBookClub)",(PrivateCompany(harvardWeeklyBookClub) -> (LegalObligation(harvardWeeklyBookClub) | CreatedUnderLaw(harvardWeeklyBookClub))),True
618,"Animals are either invertebrates or vertebrates.
All animals with backbones reproduce by male-and-female mating. 
All vertebrate animals have a backbone.
All bees do not reproduce by male-and-female mating.
All queen bees are bees.
Harry is a bee.",Harry is a queen bee.,"∀x (Animal(x) → Invertebrate(x) ⊕ Vertebrate(x))
∀x (Animal(x) ∧ With(x, backbone) → ReproduceBy(x, maleandfemaleMating))
∀x (Animal(x) ∧ Vertebrate(x) → With(x, backbone))
∀x (Bee(x) → ¬ReproduceBy(x, maleandfemaleMating))
∀x (QueenBee(x) → Bee(x))
Bee(harry)",QueenBee(harry),Uncertain
619,"People who are born in a multiple birth with siblings spend a lot of time hanging out with and playing with their siblings.
If people have siblings who were born together, then they were born in a multiple birth.
If people complain often about annoying siblings, then they have siblings who were born together.
If people live at home, then they do not live with strangers.
If people spend a lot of time hanging out with and playing with their siblings, then they often live at home. 
Luke either is a baby born in a multiple birth and live with strangers, or is not a baby born in a multiple birth and does not live with strangers",Luke spends a lot of time hanging out and playing with his siblings.,"∀x (BornIn(x, multipleBirth) → SpendTimePlayingWith(x, sibling))
∀x (∃y (Sibling(x, y) ∧ BornTogether(y)) → BornIn(x, multipleBirth))
∀x (ComplainAboutOften(x, annoyingSiblings) → ∃y (Sibling(x, y) ∧ BornTogether(y)))
∀x (LiveAt(x, home) → ¬LiveWith(x, strangers))
∀x (SpendTimeplayingWith(x, sibling) → LiveAt(x, home))
¬(BornIn(luke, multipleBirth) ⊕ LiveWith(luke, strangers))","SpendTimePlayingWith(luke,sibling)",Uncertain
620,"If people spill a lot of food on their clothing, then they are not notably tidy.
All clumsy foodies who go out frequently to find new food restaurants to try are people who spill a lot of food on their clothing.
If people are cleanly, then they are notably tidy.
If people value order and spotlessness, then they are cleanly.
All people whose families prioritize order and spotlessness themselves value order and spotlessness.
Peter is either a person who spills a lot of food on his clothing and is cleanly, or a person who does not spill a lot of food on his clothing and is not cleanly",Peter is notably tidy.,"∀x (Spill(x, aLotOfFood, clothing) → ¬NotablyTidy(x))
∀x (ClumsyFoodie(x) ∧ GoOutFrequentlyToFindToTry(x, newFoodRestaurant) → SpillOn(x, aLotOfFood, clothing))
∀x (Cleanly(x) → NotablyTidy(x))
∀x (Value(x, order) ∧ Value(x, spotlessness) → Cleanly(x))
∀x ((∃y (FamilyOf(y, x) ∧ Prioritize(y, order) ∧ Prioritize(y, spotlessness)) → Value(x, order) ∧ Value(x, spotlessness)) 
¬(Spill(peter, aLotOfFood, clothing) ⊕ Cleanly(peter))",NotablyTidy(peter),Uncertain
621,"All fir trees are evergreens.
Some objects of worship are fir trees.",Some evergreens are not objects of worship.,"∀x (FirTree(x) → Evergreen(x))
∃x ∃y (ObjectOfWorship(x) ∧ ObjectOfWorship(y) ∧ FirTree(x) ∧ FirTree(y) ∧ ¬(x=y))",exists x (Evergreen(x) & -ObjectOfWorship(x)),Uncertain
626,"If a man is taller than another man, the taller one can block the other's shooting.
Michael is a man who is taller than everyone else in his class.
If person x is taller than person y, and person y is taller than person z, then x is taller than z
Peter is a man who is taller than Michael.
Michael can block any shooting from a person as long as the person does not jump when shooting.
Michael cannot block Windy's shooting.
Every shooter who can jump when shooting is a great shooter.",Windy is a great shooter.,"∀x ∀y (Man(x) ∧ Man(y) ∧ Taller(x, y) → CanBlock(x, y))
∀x (Man(x) ∧ SameClass(x, michael) ∧ ¬(x=michael) → Taller(michael, x))
∀x ∀y ∀z ((Taller(x, y) ∧ Taller(y, z)) → Taller(x, z))
Man(peter) ∧ Taller(peter, michael)
∀x (¬JumpWhenShooting(x) → CanBlock(michael, x))
¬CanBlock(michael, windy)
∀x (JumpWhenShooting(x) → GreatShooter(x))",GreatShooter(windy),True
627,"If a man is taller than another man, the taller one can block the other's shooting.
Michael is a man who is taller than everyone else in his class.
If person x is taller than person y, and person y is taller than person z, then x is taller than z
Peter is a man who is taller than Michael.
Michael can block any shooting from a person as long as the person does not jump when shooting.
Michael cannot block Windy's shooting.
Every shooter who can jump when shooting is a great shooter.",Peter can block Windy's shooting.,"∀x ∀y (Man(x) ∧ Man(y) ∧ Taller(x, y) → CanBlock(x, y))
∀x (Man(x) ∧ SameClass(x, michael) ∧ ¬(x=michael) → Taller(michael, x))
∀x ∀y ∀z ((Taller(x, y) ∧ Taller(y, z)) → Taller(x, z))
Man(peter) ∧ Taller(peter, michael)
∀x (¬JumpWhenShooting(x) → CanBlock(michael, x))
¬CanBlock(michael, windy)
∀x (JumpWhenShooting(x) → GreatShooter(x))","CanBlock(peter,windy)",Uncertain
628,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in place B and place B is located in place C, then place A is located in place C.",Barutin Cove is named after all islands in Antarctica.,"Cove(barutinCove) ∧ NamedAfter(barutinCove, barutinSettlement) ∧ LocatedIn(barutinSettlement, bulgaria)
LocatedIn(barutinCove, snowIsland)
LocatedIn(snowIsland, southShetlandIslands) ∧ LocatedIn(greenwichIsland, southShetlandIslands) ∧ LocatedIn(deceptionIsland, southShetlandIslands)
LocatedIn(southShetlandIslands, antarctica)
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))","all x( (Island(x) & LocatedIn(x,antarctica)) -> NamedAfter(barutinCove,x) )",Uncertain
