id,premise,conclusion,label,prover9
1005,"∀x ((Employee(x) ∧ Schedule(x, meeting, customers)) → AppearIn(x, company))
∀x ((Employee(x) ∧ HasLunch(x, company)) → Schedule(x, meeting, customers))
∀x (Employee(x) → (HasLunch(x, company) ⊕ HasLunch(x, home)))
∀x ((Employee(x) ∧ HasLunch(x, home)) → Work(x, home))
∀x ((Employee(x) ∧ (¬In(x, homecountry))) → Work(x, home))
∀x (Manager(x) → ¬Work(x, home))
¬(Manager(james) ⊕ AppearIn(james, company))","¬HasLunch(james, company)",Uncertain,False
1006,"∀x ((Employee(x) ∧ Schedule(x, meeting, customers)) → AppearIn(x, company))
∀x ((Employee(x) ∧ HasLunch(x, company)) → Schedule(x, meeting, customers))
∀x (Employee(x) → (HasLunch(x, company) ⊕ HasLunch(x, home)))
∀x ((Employee(x) ∧ HasLunch(x, home)) → Work(x, home))
∀x ((Employee(x) ∧ (¬In(x, homecountry))) → Work(x, home))
∀x (Manager(x) → ¬Work(x, home))
¬(Manager(james) ⊕ AppearIn(james, company))","Manager(james) → ¬Work(james, home)",True,True
1007,"∃x (OccurIn(monkeypoxVirus, x) ∧ Get(x, monkeypoxVirus))
∃x (Animal(x) ∧ OccurIn(monkeypoxVirus, x))
∀x (Human(x) → Mammal(x))
∀x (Mammal(x) → Animal(x))
∃x (SymptonOf(x, monkeypoxVirus) ∧ (Fever(x) ∨ Headache(x) ∨ MusclePain(x) ∨ Tired(x)))
∀x (Human(x) ∧ Get(x, flu) → Feel(x, tired))",∃x (Animal(x)),True,True
1008,"∃x (OccurIn(monkeypoxVirus, x) ∧ Get(x, monkeypoxVirus))
∃x (Animal(x) ∧ OccurIn(monkeypoxVirus, x))
∀x (Human(x) → Mammal(x))
∀x (Mammal(x) → Animal(x))
∃x (SymptonOf(x, monkeypoxVirus) ∧ (Fever(x) ∨ Headache(x) ∨ MusclePain(x) ∨ Tired(x)))
∀x (Human(x) ∧ Get(x, flu) → Feel(x, tired))","∀x (Human(x) → ¬Get(x, flu))",Uncertain,False
1009,"∃x (OccurIn(monkeypoxVirus, x) ∧ Get(x, monkeypoxVirus))
∃x (Animal(x) ∧ OccurIn(monkeypoxVirus, x))
∀x (Human(x) → Mammal(x))
∀x (Mammal(x) → Animal(x))
∃x (SymptonOf(x, monkeypoxVirus) ∧ (Fever(x) ∨ Headache(x) ∨ MusclePain(x) ∨ Tired(x)))
∀x (Human(x) ∧ Get(x, flu) → Feel(x, tired))","∃x (SymptonOf(x, monkeypoxVirus) ∧ Coughing(x))",Uncertain,False
1010,"∀x (WildTurkey(x) → (EasternWildTurkey(x) ∨ OsceolaWildTurkey(x) ∨ GouldsWildTurkey(x) ∨ MerriamsWildTurkey(x) ∨ RiograndeWildTurkey(x) ∨ OcellatedWildTurkey(x)))
¬(EasternWildTurkey(tom))
¬(OsceolaWildTurkey(tom))
¬(GouldsWildTurkey(tom))
¬(MerriamsWildTurkey(tom) ∨ RiograndeWildTurkey(tom))
WildTurkey(tom)",OcellatedWildTurkey(tom),True,True
1011,"∀x (WildTurkey(x) → (EasternWildTurkey(x) ∨ OsceolaWildTurkey(x) ∨ GouldsWildTurkey(x) ∨ MerriamsWildTurkey(x) ∨ RiograndeWildTurkey(x) ∨ OcellatedWildTurkey(x)))
¬(EasternWildTurkey(tom))
¬(OsceolaWildTurkey(tom))
¬(GouldsWildTurkey(tom))
¬(MerriamsWildTurkey(tom) ∨ RiograndeWildTurkey(tom))
WildTurkey(tom)",EasternWildTurkey(tom),False,False
1012,"∀x (WildTurkey(x) → (EasternWildTurkey(x) ∨ OsceolaWildTurkey(x) ∨ GouldsWildTurkey(x) ∨ MerriamsWildTurkey(x) ∨ RiograndeWildTurkey(x) ∨ OcellatedWildTurkey(x)))
¬(EasternWildTurkey(tom))
¬(OsceolaWildTurkey(tom))
¬(GouldsWildTurkey(tom))
¬(MerriamsWildTurkey(tom) ∨ RiograndeWildTurkey(tom))
WildTurkey(tom)",WildTurkey(joey),Uncertain,False
1016,"∀x (Square(x) → FourSided(x))
∀x (FourSided(x) → Shape(x))",∀x (Square(x) → Shape(x)),True,True
1017,"∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie) ",Turtle(rockie),Uncertain,False
1018,"∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie) ",¬Turtle(rockie),Uncertain,False
1019,"∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie) ",Turtle(rockie) ∨ Cute(rockie),True,True
1020,"∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie) ",¬(Turtle(rockie) ∧ Squirrel(rockie)) → Cute(rockie) ⊕ Skittish(rockie),True,True
1021,"∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie) ",Cute(rockie) ∧ Calm(rockie) → Turtle(rockie) ∧ Skittish(rockie),False,False
1022,"NetflixShow(strangerThings) ∧ Popular(strangerThings)
∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))
¬Download(karen, blackMirror)
NetflixShow(blackMirror)
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))","ShareWith(karen, strangerThings, lisa)",True,True
1023,"NetflixShow(strangerThings) ∧ Popular(strangerThings)
∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))
¬Download(karen, blackMirror)
NetflixShow(blackMirror)
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))",Popular(blackMirror),False,False
1024,"NetflixShow(strangerThings) ∧ Popular(strangerThings)
∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))
¬Download(karen, blackMirror)
NetflixShow(blackMirror)
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))","ShareWith(karen, blackMirror, lisa)",Uncertain,False
1025,"CapitalOf(beijing, peoplesRepublicOfChina)
∃x (CapitalOf(beijing, x) → WorldsMostPopulousNation(x))
LocatedIn(beijing, northernChina)
Hosted(beijing, 2008SummerOlympics) ∧ Hosted(beijing, 2008SummerParalympicGames)
Hosted(beijing, summerOlympics) ∧ Hosted(beijing, winterOlympics) ∧ Hosted(beijing, summerParalympicGames)  ∧ Hosted(beijing, winterParalympicGames)
∃x (University(x) ∧ InBeijing(x) ∧ ConsistentlyRankAmongTheBestIn(x, theWorld))","Hosted(beijing, summerOlympics) ∧ Hosted(beijing, winterOlympics)",True,True
1026,"CapitalOf(beijing, peoplesRepublicOfChina)
∃x (CapitalOf(beijing, x) → WorldsMostPopulousNation(x))
LocatedIn(beijing, northernChina)
Hosted(beijing, 2008SummerOlympics) ∧ Hosted(beijing, 2008SummerParalympicGames)
Hosted(beijing, summerOlympics) ∧ Hosted(beijing, winterOlympics) ∧ Hosted(beijing, summerParalympicGames)  ∧ Hosted(beijing, winterParalympicGames)
∃x (University(x) ∧ InBeijing(x) ∧ ConsistentlyRankAmongTheBestIn(x, theWorld))","LocatedIn(beijing, southernChina)",Uncertain,False
1027,"CapitalOf(beijing, peoplesRepublicOfChina)
∃x (CapitalOf(beijing, x) → WorldsMostPopulousNation(x))
LocatedIn(beijing, northernChina)
Hosted(beijing, 2008SummerOlympics) ∧ Hosted(beijing, 2008SummerParalympicGames)
Hosted(beijing, summerOlympics) ∧ Hosted(beijing, winterOlympics) ∧ Hosted(beijing, summerParalympicGames)  ∧ Hosted(beijing, winterParalympicGames)
∃x (University(x) ∧ InBeijing(x) ∧ ConsistentlyRankAmongTheBestIn(x, theWorld))",SecondLargestChineseCity(beijing),Uncertain,False
1028,"∀x (Alien(x) → Extraterrestrial(x))
∀x (From(x, mars) → Alien(x))
∀x (Extraterrestrial(x) → ¬Human(x))
∀x (HighlyIntelligentBeing(x) ∧ From(x, earth) → Human(x))
HighlyIntelligentBeing(marvin)
¬(From(marvin, earth) ⊕ From(marvin, mars))
¬From(marvin, earth) → Extraterrestrial(marvin)",Alien(marvin),Uncertain,False
1029,"∀x (Alien(x) → Extraterrestrial(x))
∀x (From(x, mars) → Alien(x))
∀x (Extraterrestrial(x) → ¬Human(x))
∀x (HighlyIntelligentBeing(x) ∧ From(x, earth) → Human(x))
HighlyIntelligentBeing(marvin)
¬(From(marvin, earth) ⊕ From(marvin, mars))
¬From(marvin, earth) → Extraterrestrial(marvin)","¬Human(marvin) ∧ ¬From(marvin, mars)",True,True
1030,"∀x (Alien(x) → Extraterrestrial(x))
∀x (From(x, mars) → Alien(x))
∀x (Extraterrestrial(x) → ¬Human(x))
∀x (HighlyIntelligentBeing(x) ∧ From(x, earth) → Human(x))
HighlyIntelligentBeing(marvin)
¬(From(marvin, earth) ⊕ From(marvin, mars))
¬From(marvin, earth) → Extraterrestrial(marvin)","¬From(marvin, mars) → Human(marvin)",False,False
1031,"∀x (At(x, mixer) → (GrandSlam(x) ∧ Champion(x)) ∨ (OscarNominated(x) ∧ Actor(x)))
∀x (At(x, mixer) ∧ (GrandSlam(x) ∧ Champion(x) → Professional(x) ∧ TennisPlayer(x))
∀x (At(x, mixer) ∧ (OscarNominated(x) ∧ Actor(x) → Celebrity(x))
∀x (At(x, mixer) ∧ Professional(x) ∧ TennisPlayer(x) → Athlete(x))
∀x (At(x, mixer) ∧ Celebrity(x) → WellPaid(x))
∀x (At(x, mixer) ∧ Athlete(x) → Famous(x))
∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))
At(djokovic, mixer) ∧ (Famous(djokovic) ∧ Athlete(djokovic) → WellPaid(djokovic))",GrandSlam(djokovic) ∧ Champion(djokovic),Uncertain,False
1032,"∀x (At(x, mixer) → (GrandSlam(x) ∧ Champion(x)) ∨ (OscarNominated(x) ∧ Actor(x)))
∀x (At(x, mixer) ∧ (GrandSlam(x) ∧ Champion(x) → Professional(x) ∧ TennisPlayer(x))
∀x (At(x, mixer) ∧ (OscarNominated(x) ∧ Actor(x) → Celebrity(x))
∀x (At(x, mixer) ∧ Professional(x) ∧ TennisPlayer(x) → Athlete(x))
∀x (At(x, mixer) ∧ Celebrity(x) → WellPaid(x))
∀x (At(x, mixer) ∧ Athlete(x) → Famous(x))
∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))
At(djokovic, mixer) ∧ (Famous(djokovic) ∧ Athlete(djokovic) → WellPaid(djokovic))","LiveIn(djokovic, taxHaven)",True,True
1033,"∀x (At(x, mixer) → (GrandSlam(x) ∧ Champion(x)) ∨ (OscarNominated(x) ∧ Actor(x)))
∀x (At(x, mixer) ∧ (GrandSlam(x) ∧ Champion(x) → Professional(x) ∧ TennisPlayer(x))
∀x (At(x, mixer) ∧ (OscarNominated(x) ∧ Actor(x) → Celebrity(x))
∀x (At(x, mixer) ∧ Professional(x) ∧ TennisPlayer(x) → Athlete(x))
∀x (At(x, mixer) ∧ Celebrity(x) → WellPaid(x))
∀x (At(x, mixer) ∧ Athlete(x) → Famous(x))
∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))
At(djokovic, mixer) ∧ (Famous(djokovic) ∧ Athlete(djokovic) → WellPaid(djokovic))","¬LiveIn(djokovic, taxHaven)",False,False
1035,"ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)
Leads(roderickStrong, diamondMine)
Includes(diamondMine, creedBrothers) ∧ Includes(diamondMine, ivyNile)
Feuds(imperium, diamondMine)","Leads(roderickstrong, creedbrothers)",Uncertain,False
1036,"ProfessionalWrestlingStable(diamondMine) ∧ In(diamondMine, wWE)
Leads(roderickStrong, diamondMine)
Includes(diamondMine, creedBrothers) ∧ Includes(diamondMine, ivyNile)
Feuds(imperium, diamondMine)","∀x ((ProfessionalWrestlingStable(x) ∧ Includes(x, ivynile)) → ¬Feuds(imperium, x))",False,False
1040,"∀x (Adore(max, x) ∧ ZahaHadid(x) ∧ DesignStyle(x) → InterestingGeometry(x))
∀x (Adore(max, x) ∧ BrutalistBuilding(x) → ¬InterestingGeometry(x))
∀x (Adore(max, x) → ((ZahaHadid(x) ∧ DesignStyle(x)) ⊕ (KellyWearstler(x) ∧ DesignStyle(x)))
∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Evocative(x))
∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Dreamy(x))
∃x (Adore(max, x) ∧ Design(x) ∧ ByMax(x) ∧ InterestingGeometry(x) → BrutalistBuilding(x) ∧ Evocative(x))",∃x (Design(x) ∧ ByMax(x) ∧ BrutalistBuilding(x)),Uncertain,False
1042,"∀x (Adore(max, x) ∧ ZahaHadid(x) ∧ DesignStyle(x) → InterestingGeometry(x))
∀x (Adore(max, x) ∧ BrutalistBuilding(x) → ¬InterestingGeometry(x))
∀x (Adore(max, x) → ((ZahaHadid(x) ∧ DesignStyle(x)) ⊕ (KellyWearstler(x) ∧ DesignStyle(x)))
∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Evocative(x))
∀x (Adore(max, x) ∧ KellyWearstler(x) ∧ DesignStyle(x) → Dreamy(x))
∃x (Adore(max, x) ∧ Design(x) ∧ ByMax(x) ∧ InterestingGeometry(x) → BrutalistBuilding(x) ∧ Evocative(x))",∃x (Design(x) ∧ ByMax(x) ∧ (Evocative(x) ⊕ Dreamy(x))),False,False
1046,"∀x (Cat(x) → Mammal(x))
∃x (Pet(x) ∧ ¬Mammal(x))",∀x (Pet(x) → ¬Cat(x)),Uncertain,False
1048,"Season(spring) ∨ Season(summer) ∨ Season(fall) ∨ Season(winter) ∧ (Season(spring) → ¬Season(summer) ∧ ¬Season(fall) ∧ ¬Season(winter)) ∧ (Season(summer) → ¬Season(spring) ∧ ¬Season(fall) ∧ ¬Season(winter)) ∧ (Season(fall) → ¬Season(spring) ∧ ¬Season(summer) ∧ ¬Season(winter)) ∧ (Season(winter) → ¬Season(spring) ∧ ¬Season(summer) ∧ ¬Season(fall))
∀x (Want(x, longvacation) → Favorite(x, summer))
Favorite(emma, summer)
∀x ∀y (Season(x) ∧ Season(y) ∧ Favorite(mia, x) ∧ Favorite(emma, y) → ¬(x=y))
Want(james, longVacation)","Favorite(mia, spring)",Uncertain,False
1049,"∀x (DigitalMedia(x) → ¬AnalogMedia(x))
∀x (PrintedText(x) → AnalogMedia(x))
∀x (StreamingService(x) → DigitalMedia(x))
∀x (HardcoverBook(x) → PrintedText(x))
StreamingService(1984) → HardcoverBook(1984)",PrintedText(y1984),Uncertain,False
1050,"∀x (DigitalMedia(x) → ¬AnalogMedia(x))
∀x (PrintedText(x) → AnalogMedia(x))
∀x (StreamingService(x) → DigitalMedia(x))
∀x (HardcoverBook(x) → PrintedText(x))
StreamingService(1984) → HardcoverBook(1984)",StreamingService(y1984),False,False
1052,"∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))
∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))
∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))
RomanceLanguage(french) ∧ RomanceLanguage(spanish)
Related(german, spanish)
∀x (Language(x) → ¬Related(basque, x))",RomanceLanguage(basque),False,False
1053,"∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))
∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))
∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))
RomanceLanguage(french) ∧ RomanceLanguage(spanish)
Related(german, spanish)
∀x (Language(x) → ¬Related(basque, x))",RomanceLanguage(german),Uncertain,False
1054,"∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))
∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))
∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))
RomanceLanguage(french) ∧ RomanceLanguage(spanish)
Related(german, spanish)
∀x (Language(x) → ¬Related(basque, x))",IndoEuropeanLanguage(french),True,True
1055,"Striker(robertLewandowski)
∀x (Striker(x) → SoccerPlayer(x))
Left(robertLewandowski, bayernMunchen)
∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))",SoccerPlayer(robertLewandowski),True,True
1056,"Striker(robertLewandowski)
∀x (Striker(x) → SoccerPlayer(x))
Left(robertLewandowski, bayernMunchen)
∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))","PlaysFor(robertLewandowski, bayernMunchen)",False,False
1057,"Striker(robertLewandowski)
∀x (Striker(x) → SoccerPlayer(x))
Left(robertLewandowski, bayernMunchen)
∀x ∀y (Left(x, y) → ¬PlaysFor(x, y))",SoccerStar(robertLewandowski),Uncertain,False
1059,"City(billings) ∧ In(billings, montana)
City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)
∃x (City(whitesulphursprings) ∧ In(whitesulphursprings, x) ∧ City(butte) ∧ In(butte, x))
City(pierre) ∧ ¬(In(pierre, montana))
∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))
∀x ∃y ((City(x) ∧ (In(x, y) ∧ ¬(x=bristol) ∧ ¬(x=texarkana) ∧ ¬(x=texhoma) ∧ ¬(x=unionCity)) → ¬∃z (¬(z=y) ∧ In(x, z)))","∃x (City(pierre) ∧ In(pierre, x) ∧ City(bismarck) ∧ In(bismarck, x))",Uncertain,False
1060,"City(billings) ∧ In(billings, montana)
City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)
∃x (City(whitesulphursprings) ∧ In(whitesulphursprings, x) ∧ City(butte) ∧ In(butte, x))
City(pierre) ∧ ¬(In(pierre, montana))
∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))
∀x ∃y ((City(x) ∧ (In(x, y) ∧ ¬(x=bristol) ∧ ¬(x=texarkana) ∧ ¬(x=texhoma) ∧ ¬(x=unionCity)) → ¬∃z (¬(z=y) ∧ In(x, z)))","City(missoula) ∧ In(missoula, montana)",True,True
1061,"∀x (InternationalStudent(x) ∧ In(x, unitedStates) → F1Visa(x) ⊕ J1Visa(x))
∀x (InternationalStudent(x) ∧ In(x, unitedStates) ∧ F1Visa(x) ∧ WantToWorkIn(x, unitedStates) → Apply(x, cpt) ∨ Apply(x, opt))
InternationalStudent(mike)
WantToWorkIn(x, unitedStates) → Apply(mike, cpt)",F1Visa(mike),Uncertain,False
1062,"∀x (InternationalStudent(x) ∧ In(x, unitedStates) → F1Visa(x) ⊕ J1Visa(x))
∀x (InternationalStudent(x) ∧ In(x, unitedStates) ∧ F1Visa(x) ∧ WantToWorkIn(x, unitedStates) → Apply(x, cpt) ∨ Apply(x, opt))
InternationalStudent(mike)
WantToWorkIn(x, unitedStates) → Apply(mike, cpt)",J1Visa(mike),Uncertain,False
1063,"∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",Pet(ted),Uncertain,False
1064,"∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",Pet(ted) ∧ BrownSwissCattle(ted),False,False
1065,"∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",BrownSwissCattle(ted) → ¬Pet(ted),True,True
1066,"PrivateIvyLeagueResearchUniversity(yaleUniversity)
MovedTo(yaleUniversity, newHaven) ∧ MovedIn(yaleUniversity, year1716)
ValuedAt(yaleUniversitysEndowment, 42point3billion)
∀x (ResidentialCollege(x) → At(x, yale) ∧ (BenjaminFranklinCollege(x) ⊕ BerkleyCollege(x) ⊕ BranfordCollege(x) ⊕ DavenportCollege(x) ⊕ EzraStilesCollege(x) ⊕ GraceHopperCollege(x) ⊕ JonathanEdwardsCollege(x) ⊕ MorseCollege(x) ⊕ PauliMurrayCollege(x) ⊕ PiersonCollege(x) ⊕ SaybrookCollege(x) ⊕ SillimanCollege(x) ⊕ TimothyDwightCollege(x) ⊕ TrumbullCollege(x)))","∃x (PrivateIvyLeagueResearchUniversity(x) ∧ MovedTo(x, newHaven))",True,True
1067,"PrivateIvyLeagueResearchUniversity(yaleUniversity)
MovedTo(yaleUniversity, newHaven) ∧ MovedIn(yaleUniversity, year1716)
ValuedAt(yaleUniversitysEndowment, 42point3billion)
∀x (ResidentialCollege(x) → At(x, yale) ∧ (BenjaminFranklinCollege(x) ⊕ BerkleyCollege(x) ⊕ BranfordCollege(x) ⊕ DavenportCollege(x) ⊕ EzraStilesCollege(x) ⊕ GraceHopperCollege(x) ⊕ JonathanEdwardsCollege(x) ⊕ MorseCollege(x) ⊕ PauliMurrayCollege(x) ⊕ PiersonCollege(x) ⊕ SaybrookCollege(x) ⊕ SillimanCollege(x) ⊕ TimothyDwightCollege(x) ⊕ TrumbullCollege(x)))","LargestUniversityEndowmentOf(yale, anyEducationalInstitution)",Uncertain,False
1069,"∃x (BritishSitcom(badults) ∧ Series(badults) ∧ MemberOf(x, pappys) ∧ Starring(badults, x))
PilotedIn(badults, july2013) ∧ PilotedOn(badults, bBCThree)
WorkingTitle(theSecretDudeSociety, badults) ∧ UsedFor(theSecretDudeSociety, badults)
ScriptEditorFor(andrewCollins, badults)","∃x (ScriptEditorFor(andrewCollins, x) ∧ Series(x) ∧ WorkingTitle(theSecretDudeSociety, x))",True,True
1070,"∃x (BritishSitcom(badults) ∧ Series(badults) ∧ MemberOf(x, pappys) ∧ Starring(badults, x))
PilotedIn(badults, july2013) ∧ PilotedOn(badults, bBCThree)
WorkingTitle(theSecretDudeSociety, badults) ∧ UsedFor(theSecretDudeSociety, badults)
ScriptEditorFor(andrewCollins, badults)","∀x ∀y (MemberOf(x, pappys) ∧ Starring(y, x) → ¬(PilotedOn(y, bBCTwo) ∨ PilotedOn(y, bBCThree)))",False,False
1074,"∀x (VehicleRegistrationPlateIn(x, istanbul) → BeginWith(x, num34))
∀x (¬BeginWith(x, num34) → ¬FromIstanbul(x))
∃x (Owns(joe, x) ∧ VehicleRegistrationPlateIn(x, istanbul))
∃x (Owns(tom, x) ∧ BeginWith(x, num35))
∀x (BeginWith(x, num35) → ¬BeginWith(x, num34))","∃x (Owns(joe, x) ∧ BeginWith(x, num34))",True,True
1075,"∀x (VehicleRegistrationPlateIn(x, istanbul) → BeginWith(x, num34))
∀x (¬BeginWith(x, num34) → ¬FromIstanbul(x))
∃x (Owns(joe, x) ∧ VehicleRegistrationPlateIn(x, istanbul))
∃x (Owns(tom, x) ∧ BeginWith(x, num35))
∀x (BeginWith(x, num35) → ¬BeginWith(x, num34))","∃x (Owns(tom, x) ∧ VehicleRegistrationPlateIn(x, istanbul))",False,False
1079,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa)",False,False
1080,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","¬(Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa))",True,True
1081,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)",MalaHotpot(driedThaiChili),Uncertain,False
1082,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","¬(Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa)) ∧ ¬BakedSweet(driedThaiChili)",True,True
1083,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","Cupcake(driedThaiChili) ∧ Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa)",False,False
